Unnamed: 0,cond_duration,cond_expt,sentence,audio_file,item_id,item_id_control,subject_id,sentence_duration,isi_duration,surprisal-5gram_mean,surprisal-gpt2-xl_mean,surprisal-pcfg_mean,stimsetid,sent_identifier,PC1,PC2
baseline200.p5.26,2,sentence,My assistant is bringing them out.,item_id=128_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,26.0,128.0,p5,2,4,2.7497511506080627,5.0568953,10.282568571428572,beta-control-neural-D.128,torontoadv.6.025181,-37.55722052054484,-24.59503918360541
baseline200.p5.27,2,sentence,What help can you possibly need?,item_id=132_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.797.wav,27.0,132.0,p5,2,4,3.250577551977975,3.8991668,11.274225714285716,beta-control-neural-D.132,torontoadv.6.015974,-32.5351556615179,68.15176353033011
baseline200.p5.28,2,sentence,A photo appears on the screen.,item_id=135_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.882.wav,28.0,135.0,p5,2,4,1.9899091678006309,3.5503957,9.958495714285714,beta-control-neural-D.135,torontoadv.6.055649,-82.6151683684815,-30.94257127081882
baseline200.p5.29,2,sentence,The liquid was indeed fresh water.,item_id=136_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.015.wav,29.0,136.0,p5,2,4,2.544897513730185,5.3709598,11.111352857142858,beta-control-neural-D.136,torontoadv.6.033832,-13.078753740835936,-4.0223130000292056
baseline200.p5.30,2,sentence,This is the force field parameter.,item_id=137_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,30.0,137.0,p5,2,4,2.4376143472535268,5.0827312,10.372654285714288,beta-control-neural-D.137,torontoadv.6.057428,-19.514401226911342,-47.16449584934664
baseline200.p5.31,2,sentence,Consequences to us could prove fatal.,item_id=140_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.070.wav,31.0,140.0,p5,2,4,2.7111579946109226,4.8564363,10.587698571428572,beta-control-neural-D.140,torontoadv.6.027274,5.010833300449568,27.9062306906253
baseline200.p5.32,2,sentence,I studied and became a lawyer.,item_id=144_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.977.wav,32.0,144.0,p5,2,4,2.1244248236928667,3.8366172,8.697185714285714,beta-control-neural-D.144,torontoadv.6.044155,-26.9178305347531,2.427233721824524
baseline200.p5.33,2,sentence,They finished eating their chicken dumplings.,item_id=146_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.103.wav,33.0,146.0,p5,2,4,3.307543839727129,4.6513257,11.968812857142856,beta-control-neural-D.146,torontoadv.6.056128,-46.20989946658815,-27.087837546722724
baseline200.p5.34,2,sentence,Her energy level was too low.,item_id=152_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.076.wav,34.0,152.0,p5,2,4,2.262091798441751,4.2640324,9.079545714285716,beta-control-neural-D.152,torontoadv.6.039900,-47.160788348548586,8.374763998935054
baseline200.p5.35,2,sentence,Spray and vapor filled the void.,item_id=154_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.793.wav,35.0,154.0,p5,2,4,2.856028378009796,5.6175904,13.37357,beta-control-neural-D.154,torontoadv.6.018900,27.702385295323676,-55.58385903499201
baseline200.p5.36,2,sentence,The next house is kilometres away.,item_id=169_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.191.wav,36.0,169.0,p5,2,4,2.657033741474152,5.1483536,9.911735714285712,beta-control-neural-D.169,torontoadv.6.040118,-31.76043034004688,-35.4256736910141
baseline200.p5.37,2,sentence,You connect it to a computer.,item_id=172_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.969.wav,37.0,172.0,p5,2,4,2.3851563164166043,4.168246,8.945642857142857,beta-control-neural-D.172,torontoadv.6.061104,-43.74828139473741,10.785015211271402
baseline200.p5.38,2,sentence,Are they going to expel her?,item_id=175_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.860.wav,38.0,175.0,p5,2,4,2.161663355571883,4.1977696,11.143872857142856,beta-control-neural-D.175,torontoadv.6.035063,6.753350760736439,37.24419016436558
baseline200.p5.39,2,sentence,So he continued in his ignorance.,item_id=176_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.246.wav,39.0,176.0,p5,2,4,2.2386682288987294,4.9459186,8.232988571428573,beta-control-neural-D.176,torontoadv.6.018314,-48.90354028873167,24.85257947730544
baseline200.p5.40,2,sentence,The hesitant rhythm of the band.,item_id=182_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,40.0,182.0,p5,2,4,2.5709005338805064,5.503108,11.766302857142858,beta-control-neural-D.182,torontofantasy.6.364346,11.70069538194217,-48.90821009349369
baseline200.p5.41,2,sentence,Headed into the town's only bar.,item_id=188_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,41.0,188.0,p5,2,4,2.378925412893296,4.799985,11.42727125,beta-control-neural-D.188,torontofantasy.6.432850,2.427981827791673,-3.3948320689690905
baseline200.p5.42,2,sentence,"Scary and freaky sometimes, but awesome.",item_id=191_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.247.wav,42.0,191.0,p5,2,4,3.814594302858625,4.0616384,12.9072025,beta-control-neural-D.191,torontofantasy.6.456598,41.81827429870793,43.32306871160799
baseline200.p5.43,2,sentence,The crowd burst into sudden cacophony.,item_id=196_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.216.wav,43.0,196.0,p5,2,4,3.002276378018516,4.120101,11.995784285714285,beta-control-neural-D.196,torontofantasy.6.355686,63.29053265468653,-59.59490099326138
baseline200.p5.44,2,sentence,Down by the abandoned train station.,item_id=200_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.057.wav,44.0,200.0,p5,2,4,2.259578287601471,4.478745,11.535724285714284,beta-control-neural-D.200,torontofantasy.6.363926,-24.36167702898328,-32.83711354655309
baseline200.p5.45,2,sentence,You have the poor girl terrified.,item_id=201_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.862.wav,45.0,201.0,p5,2,4,2.752128498894828,5.575306,10.938680000000002,beta-control-neural-D.201,torontofantasy.6.304788,1.206040734250998,3.5019808896700364
baseline200.p5.46,2,sentence,He handed her the leather bag.,item_id=202_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.870.wav,46.0,202.0,p5,2,4,2.834857881069184,4.5519514,11.575104285714286,beta-control-neural-D.202,torontofantasy.6.085809,-25.073673701169973,-26.568351427825384
baseline200.p5.47,2,sentence,They taught her humility and compassion.,item_id=208_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.231.wav,47.0,208.0,p5,2,4,2.2886393197945187,4.663374,11.937342857142855,beta-control-neural-D.208,torontofantasy.6.282971,-42.215323215796296,-9.961359816525274
baseline200.p5.48,2,sentence,She's using dancing moves to fight.,item_id=211_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.914.wav,48.0,211.0,p5,2,4,2.595256596803665,5.716858,10.15023,beta-control-neural-D.211,torontofantasy.6.034279,23.227025228859976,-16.13374961270033
baseline200.p5.49,2,sentence,Was that demon or elven magic?,item_id=212_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.028.wav,49.0,212.0,p5,2,4,3.6296580689294,5.5807457,14.265277142857142,beta-control-neural-D.212,torontofantasy.6.259381,46.5115178132661,-4.507312703616812
baseline200.p5.50,2,sentence,And beautiful and smart and witty.,item_id=214_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.028.wav,50.0,214.0,p5,2,4,2.4807988660676137,4.9282928,12.386124285714288,beta-control-neural-D.214,torontofantasy.6.213329,50.62786151719564,28.21011309923191
baseline200.p5.51,2,sentence,The inside was circular in shape.,item_id=225_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.046.wav,51.0,225.0,p5,2,4,1.992870100906917,4.995891,10.747592857142855,beta-control-neural-D.225,torontofantasy.6.041006,-72.16962946320389,-33.65973805821697
baseline200.p5.52,2,sentence,That would be simple and effective.,item_id=227_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,52.0,227.0,p5,2,4,1.9442651654992784,3.8615289,7.3887285714285715,beta-control-neural-D.227,torontofantasy.6.110902,-59.75441620016612,41.56315797353787
baseline200.p5.53,2,sentence,She lifted her gun and fired.,item_id=233_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.858.wav,53.0,233.0,p5,2,4,2.484653583594731,3.845717,12.491912857142855,beta-control-neural-D.233,torontofantasy.6.437823,-40.54772361337277,-51.57769511905218
baseline200.p5.54,2,sentence,The four of them silently embraced.,item_id=261_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.028.wav,54.0,261.0,p5,2,4,2.5194798005478725,5.0558405,11.707785714285714,beta-control-neural-D.261,torontofantasy.6.036507,-32.94260054511154,-28.854244227769712
baseline200.p5.55,2,sentence,And some green beans and tomatoes.,item_id=266_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.869.wav,55.0,266.0,p5,2,4,2.758209994861058,5.024174,12.762821428571428,beta-control-neural-D.266,torontofantasy.6.079230,20.6131716437826,12.464288940801111
baseline200.p5.56,2,sentence,No response to known prescription drugs.,item_id=270_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.086.wav,56.0,270.0,p5,2,4,2.7354973384312222,5.801579,11.758801428571427,beta-control-neural-D.270,torontofantasy.6.147313,35.94486925879214,-2.563338889809329
baseline200.p5.57,2,sentence,The problem is the surveillance cameras.,item_id=275_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.185.wav,57.0,275.0,p5,2,4,1.9314165200505933,4.135285,8.530817142857142,beta-control-neural-D.275,torontofantasy.6.017801,-15.655221429020242,19.09816355121427
baseline200.p5.58,2,sentence,The signal was one of power.,item_id=281_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.796.wav,58.0,281.0,p5,2,4,1.9956211649945803,4.7108526,7.803753714285714,beta-control-neural-D.281,torontofantasy.6.109846,11.470681225807404,-9.213471499384973
baseline200.p5.59,2,sentence,I'm not teaching middle school here.,item_id=288_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.869.wav,59.0,288.0,p5,2,4,2.5526399314403534,3.9478195,10.849655,beta-control-neural-D.288,torontofantasy.6.168656,-53.09554116273707,38.2841796800284
baseline200.p5.60,2,sentence,The sometimes cruel and hateful road.,item_id=295_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,60.0,295.0,p5,2,4,3.164930437292372,6.5530834,13.935597142857144,beta-control-neural-D.295,torontofantasy.6.460006,22.371326836022583,8.212180821959542
baseline200.p5.61,2,sentence,Forgive me if I frighten you.,item_id=305_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.876.wav,61.0,305.0,p5,2,4,2.697212186242853,2.828233,13.419117142857145,beta-control-neural-D.305,torontofantasy.6.193557,-73.74106695803545,21.504228498917
baseline200.p5.62,2,sentence,"Like an idiot, I'd believed her.",item_id=309_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.041.wav,62.0,309.0,p5,2,4,2.8108426332473755,3.9008005,10.85342111111111,beta-control-neural-D.309,torontofantasy.6.326616,-25.040381561923127,61.52071114395752
baseline200.p5.63,2,sentence,I certainly wouldn't wear dress pants.,item_id=313_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.930.wav,63.0,313.0,p5,2,4,2.336649843258783,4.6728444,10.1654375,beta-control-neural-D.313,torontofantasy.6.400488,-14.007612700974375,44.61282563262595
baseline200.p5.64,2,sentence,Great water pressure in those pipes.,item_id=315_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.839.wav,64.0,315.0,p5,2,4,3.172227731772832,5.4367294,12.037244285714284,beta-control-neural-D.315,torontofantasy.6.314112,-19.337017962475045,-1.3109538528792968
baseline200.p5.65,2,sentence,From northern waste to southern hill.,item_id=318_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.977.wav,65.0,318.0,p5,2,4,3.13998453106199,6.3609424,13.382261428571429,beta-control-neural-D.318,torontofantasy.6.157829,110.91477457704752,-66.5043426643087
baseline200.p5.66,2,sentence,Her safety is of utmost importance.,item_id=324_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.121.wav,66.0,324.0,p5,2,4,2.2510085265551294,3.6596029,11.233532857142858,beta-control-neural-D.324,torontofantasy.6.006530,-22.43927772564876,23.359367652349672
baseline200.p5.67,2,sentence,But nothing like those stomach cramps.,item_id=326_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.765.wav,67.0,326.0,p5,2,4,2.75573148897716,5.065161,12.164131428571428,beta-control-neural-D.326,torontofantasy.6.052738,9.15072671606854,48.53867701740211
baseline200.p5.68,2,sentence,A creature both demon and beast.,item_id=327_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.933.wav,68.0,327.0,p5,2,4,3.30280077457428,5.3408337,14.079968571428571,beta-control-neural-D.327,torontofantasy.6.136104,30.106992119987726,-6.392720319741199
baseline200.p5.69,2,sentence,It wouldn't be any fun otherwise.,item_id=328_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.184.wav,69.0,328.0,p5,2,4,2.0885873198276386,3.216209,9.4086775,beta-control-neural-D.328,torontofantasy.6.250539,-98.71212981615122,42.38829357575834
baseline200.p5.70,2,sentence,"Oh, and an amusing little monkey.",item_id=339_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.186.wav,70.0,339.0,p5,2,4,2.984957013811384,5.217284,11.4336925,beta-control-neural-D.339,torontofantasy.6.120081,68.88073768345684,28.465283186595222
baseline200.p5.71,2,sentence,Thou shalt not accede to evil.,item_id=344_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.819.wav,71.0,344.0,p5,2,4,2.4742179257529124,3.919705,13.794977142857144,beta-control-neural-D.344,torontofantasy.6.083765,140.88874120529397,5.461141667015458
baseline200.p5.72,2,sentence,They need access to our computers.,item_id=350_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.015.wav,72.0,350.0,p5,2,4,2.8105325273105075,4.7502623,8.933068571428572,beta-control-neural-D.350,torontofantasy.6.420561,-106.24795654650784,0.5649332220932461
baseline200.p5.73,2,sentence,"And with your arrogance, it seems.",item_id=354_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.901.wav,73.0,354.0,p5,2,4,3.292515652520316,5.319108,10.0571375,beta-control-neural-D.354,torontofantasy.6.196887,55.27003808794214,69.87853777822205
baseline200.p5.74,2,sentence,Their hearts beat in rhythm together.,item_id=360_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.964.wav,74.0,360.0,p5,2,4,3.1923267415591647,4.2721634,13.179375714285714,beta-control-neural-D.360,torontomyst.6.099594,6.12892480543278,-37.82656697853079
baseline200.p5.75,2,sentence,Quintessential sound of a peaceful night.,item_id=365_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.103.wav,75.0,365.0,p5,2,4,3.1944572925567627,4.7225933,11.811452857142855,beta-control-neural-D.365,torontomyst.6.141570,-1.3498023900349088,-46.99021909531129
baseline200.p5.76,2,sentence,Central Park was across the roadway.,item_id=378_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.015.wav,76.0,378.0,p5,2,4,2.3577633585248674,5.693589,9.669341428571428,beta-control-neural-D.378,torontomyst.6.090244,-37.9161663438027,-45.174954435553545
baseline200.p5.77,2,sentence,Like a late night comedy sketch.,item_id=381_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.819.wav,77.0,381.0,p5,2,4,2.215362480708531,4.590585,12.1601,beta-control-neural-D.381,torontomyst.6.002407,-13.24393721663994,-17.803147921024824
baseline200.p5.78,2,sentence,"At least three, maybe four kids.",item_id=384_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.775.wav,78.0,384.0,p5,2,4,2.5555609124047414,3.8450897,12.0545875,beta-control-neural-D.384,torontomyst.6.110704,-40.508751931025664,8.242641670323717
baseline200.p5.79,2,sentence,"Quite simply, it was becoming tiresome.",item_id=388_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.246.wav,79.0,388.0,p5,2,4,3.0661198667117526,4.0003023,9.89181,beta-control-neural-D.388,torontomyst.6.088378,22.96411819614568,49.714217032707424
baseline200.p5.80,2,sentence,"In fact, he looked downright uncomfortable.",item_id=396_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.163.wav,80.0,396.0,p5,2,4,2.508386995111193,4.0537987,8.895560625,beta-control-neural-D.396,torontomyst.6.085923,28.056751477843832,42.548206046601415
baseline200.p5.81,2,sentence,"I was so embarrassed, so ashamed.",item_id=398_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.109.wav,81.0,398.0,p5,2,4,2.444278717041016,3.3998325,9.42238875,beta-control-neural-D.398,torontomyst.6.119205,-30.67199518640532,28.1027556481413
baseline200.p5.82,2,sentence,Wild horses couldn't keep me away.,item_id=401_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.015.wav,82.0,401.0,p5,2,4,2.2696083253249526,4.6748915,10.21680875,beta-control-neural-D.401,torontomyst.6.097567,25.74407422748741,-10.110400542368232
baseline200.p5.83,2,sentence,Her feathery blond hair hung limp.,item_id=407_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,83.0,407.0,p5,2,4,3.390585924897875,5.2839146,15.91593857142857,beta-control-neural-D.407,torontomyst.6.050403,68.50012134277634,-36.84384795417205
baseline200.p5.84,2,sentence,But then somehow I stopped myself.,item_id=409_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.906.wav,84.0,409.0,p5,2,4,3.124141642025539,4.538208,10.27376,beta-control-neural-D.409,torontomyst.6.004278,-64.18340831150667,23.536777040887547
baseline200.p5.85,2,sentence,Something big got the ball rolling.,item_id=419_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.914.wav,85.0,419.0,p5,2,4,2.5600985288619995,4.652729,12.256231428571429,beta-control-neural-D.419,torontomyst.6.096889,48.60633310955327,29.347260388442308
baseline200.p5.86,2,sentence,Opposite ends of the same axis.,item_id=421_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.098.wav,86.0,421.0,p5,2,4,2.22980783028262,4.206649,11.692332857142857,beta-control-neural-D.421,torontomyst.6.135424,-39.59810071026863,-32.69851308592013
baseline200.p5.87,2,sentence,The emperor of the despondent kingdom.,item_id=424_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.247.wav,87.0,424.0,p5,2,4,2.766875888620104,4.848869,11.780255714285715,beta-control-neural-D.424,torontomyst.6.084658,64.04011036949879,-41.57364416834253
